Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Make.and.Model,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Occupants,Aircraft.Size,Destroyed.Flag
20111207X84146,Accident,ERA12WA102,2011-11-22,"Alto Alegre, Brazil",Brazil,024413N,0062110W,,,CESSNA 210,Fatal,SUBSTANTIAL,Airplane,PT-IOT,CESSNA,210,No,,RECIPROCATING,NUSN,,PERSONAL,Paramazonia Taxi Aereo Ltda,1.0,0.0,0.0,0.0,,NAN,,03-11-2020,1.0,Small,0
20111201X43018,Accident,ANC12CA010,2011-11-23,"Talkeetna, AK",United States,625812N,0156448W,,,CESSNA A185F,Non-Fatal,SUBSTANTIAL,Airplane,N121EE,CESSNA,A185F,No,1.0,RECIPROCATING,135,NSCH,NAN,Sheldon Air Service,0.0,0.0,0.0,2.0,VMC,NAN,"A broken wheel/ski clevis pin, which allowed the ski to pivot upward and strike the right wing lift strut.",25-09-2020,2.0,Small,0
20111126X22009,Accident,CEN12FA083,2011-11-26,"Crystal Lake, IL",United States,042165N,0882255W,DPA,DuPage Airport,CIRRUS DESIGN CORP SR20,Fatal,SUBSTANTIAL,Airplane,N223CD,CIRRUS DESIGN CORP,SR20,No,1.0,RECIPROCATING,091,,PERSONAL,,4.0,0.0,0.0,0.0,IMC,NAN,"The noninstrument-rated pilot's decision to continue flight in instrument meteorological conditions, which resulted in the pilot�s spatial disorientation and loss of control of the airplane.",25-09-2020,4.0,Small,0
20111126X53102,Accident,ERA12FA084,2011-11-26,"Tallapoosa, GA",United States,334454N,0852014W,,,CESSNA 177RG,Fatal,SUBSTANTIAL,Airplane,N5AW,CESSNA,177RG,No,1.0,RECIPROCATING,091,,PERSONAL,WOLIVER KIM A,3.0,0.0,0.0,0.0,VMC,NAN,"The failure of the No. 2 rod end cap bolt, which resulted in a total loss of engine power.",25-09-2020,3.0,Small,0
20111130X55337,Accident,WPR12CA049,2011-11-28,"Napa, CA",United States,381232N,1221647W,APC,Napa County Airport,CESSNA 172K,Non-Fatal,SUBSTANTIAL,Airplane,N7952A,CESSNA,172K,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,"Stratus Aviation, LLC",0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's improper landing flare, inadequate recovery from a bounced landing, and loss of directional control.",25-09-2020,1.0,Small,0
20111129X93953,Accident,CEN12FA086,2011-11-29,"Riverwoods, IL",United States,042952N,0875353W,PWK,Chicago Executive Airport,PIPER PA-31-350,Fatal,SUBSTANTIAL,Airplane,N59773,PIPER,PA-31-350,No,2.0,RECIPROCATING,135,NSCH,NAN,TRANS NORTH AVIATION LTD,3.0,1.0,1.0,0.0,VMC,NAN,"The pilot's inadequate preflight planning and in-flight decision-making, which resulted in a loss of engine power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs.",25-09-2020,5.0,Small,0
20111201X20300,Accident,WPR12LA051,2011-12-01,"Seattle, WA",United States,473148N,0122187W,BFI,Boeing Field/King County Inter,PIPER PA-44-180,Non-Fatal,SUBSTANTIAL,Airplane,N2163N,PIPER,PA-44-180,No,2.0,RECIPROCATING,091,,INSTRUCTIONAL,HILLSBORO AVIATION INC,0.0,2.0,0.0,0.0,VMC,NAN,"The flight instructor�s failure to maintain airplane control during a go-around.
",25-09-2020,2.0,Small,0
20111205X95739,Accident,ERA12CA098,2011-12-01,"Schenectady, NY",United States,042519N,0735544W,SCH,Schenectady County Airport,CESSNA 172P,Non-Fatal,SUBSTANTIAL,Airplane,N83PD,CESSNA,172P,No,1.0,RECIPROCATING,091,,PERSONAL,MARINE FLYER LLC,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot�s inadequate recovery from a bounced landing, which resulted in a loss of control.",25-09-2020,1.0,Small,0
20111209X01336,Accident,CEN12CA099,2011-12-03,"Wauseon, OH",United States,413637N,0084738W,USE,Fulton County,CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,N737ET,CESSNA,172N,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Stewart Aviation,0.0,0.0,0.0,1.0,VMC,NAN,The student pilot's loss of directional control during landing.,25-09-2020,1.0,Small,0
20111204X50348,Accident,CEN12FA097,2011-12-04,"St. Ignace, MI",United States,445524N,0844329W,,,PIPER PA-32-260,Fatal,SUBSTANTIAL,Airplane,N33315,PIPER,PA-32-260,No,1.0,RECIPROCATING,135,NSCH,NAN,GREAT LAKES AIR INC,2.0,0.0,0.0,0.0,IMC,NAN,The pilot�s decision to initiate visual flight in instrument meteorological conditions and subsequent failure to maintain adequate altitude.,25-09-2020,2.0,Small,0
20111207X94907,Accident,WPR12LA055,2011-12-07,"Davis, CA",United States,383445N,1215125W,DWA,Yolo County,PIPER PA-38-112,Non-Fatal,SUBSTANTIAL,Airplane,N2466D,PIPER,PA-38-112,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Mazzei Flying Service,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's inadequate fuel management, which resulted in a loss of engine power due to fuel starvation.",25-09-2020,1.0,Small,0
20111213X80149,Accident,WPR12WA063,2011-12-07,"Roma, Australia, Australia",Australia,025410S,0148380E,,,CESSNA 210,Fatal,SUBSTANTIAL,Airplane,VH-WBZ,CESSNA,210,No,1.0,RECIPROCATING,NUSN,,UNKNOWN,Chipford Pty Ltd,1.0,0.0,0.0,0.0,,NAN,,03-11-2020,1.0,Small,0
20111210X25143,Accident,WPR12FA058,2011-12-08,"Coupeville, WA",United States,048110N,0122380W,,,PIPER PA-28R-200,Fatal,SUBSTANTIAL,Airplane,N2611R,PIPER,PA-28R-200,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,The total loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal evidence of preaccident mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,1.0,Small,0
20111213X35101,Accident,ANC12CA012,2011-12-08,"Kaltag, AK",United States,064198N,1584429W,PAKV,Kaltag,PIPER PA-31-350,Non-Fatal,SUBSTANTIAL,Airplane,N300ED,PIPER,PA-31-350,No,2.0,RECIPROCATING,135,NSCH,NAN,WARBELOWS AIR VENTURES INC,0.0,0.0,0.0,3.0,IMC,NAN,The pilot landed without lowering the landing gear. Contributing to the accident was the pilot's self-reported fatigue.,25-09-2020,3.0,Small,0
20111209X33611,Accident,ERA12LA106,2011-12-09,"Venice, FL",United States,027417N,0822625W,VNC,Venice Municipal,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N471TC,CESSNA,152,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,A loss of engine power during takeoff for reasons that could not be determined because postaccident examination and testing did not reveal any anomalies that would have precluded normal operation.,25-09-2020,1.0,Small,0
20111209X74224,Accident,CEN12FA100,2011-12-09,"Sioux Falls, SD",United States,433532N,0096457W,FSD,Joe Foss Field,CESSNA 421C,Fatal,SUBSTANTIAL,Airplane,N421SY,CESSNA,421C,No,2.0,RECIPROCATING,135,NSCH,NAN,Quest Aviation Inc.,4.0,0.0,0.0,0.0,VMC,NAN,"The pilot�s failure to maintain adequate airspeed after shutting down one engine, which resulted in an inadvertent aerodynamic stall and impact with terrain. Contributing to the accident was the pilot�s failure to follow the guidance contained in the pilot�s operating handbook, which advised feathering the propeller of the secured engine and retracting the flaps and landing gear.",25-09-2020,4.0,Small,0
20111212X91128,Accident,CEN12LA103,2011-12-09,"Watertown, SD",United States,445450N,0097917W,KATY,Watertown Regional Airport,BEECH C23,Non-Fatal,SUBSTANTIAL,Airplane,N6717K,BEECH,C23,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Lake Area Technical Institute,0.0,0.0,0.0,1.0,VMC,NAN,A total loss of engine power during initial climb for undetermined reasons.,25-09-2020,1.0,Small,0
20111216X94904,Accident,ANC12FA014,2011-12-15,"Nanwalek, AK",United States,059218N,1515531W,KEB,Nanwalek,CESSNA U206G,Non-Fatal,SUBSTANTIAL,Airplane,N252AL,CESSNA,U206G,No,1.0,RECIPROCATING,135,SCHD,NAN,SMOKEY BAY AIR INC,0.0,4.0,0.0,0.0,VMC,NAN,"The pilot�s decision to takeoff from a contaminated runway with unfavorable wind conditions, and his failure to maintain airspeed during the initial climb, which resulted in an aerodynamic stall. Contributing to the accident was the operator�s inadequate procedures for operational control and dispatch.",25-09-2020,4.0,Small,0
20111222X21039,Accident,ANC12CA015,2011-12-15,"Hughes, AK",United States,066221N,1541653W,HUS,Hughes,PIPER PA-31-350,Non-Fatal,SUBSTANTIAL,Airplane,N9FW,PIPER,PA-31-350,No,2.0,RECIPROCATING,135,SCHD,NAN,WRIGHT AIR SERVICE INC,0.0,0.0,0.0,3.0,VMC,NAN,"The pilot did not clear the area surrounding the airplane prior to taxi, resulting in the airplane contacting a piece of baggage.",25-09-2020,3.0,Small,0
20111215X24151,Accident,ERA12CA110,2011-12-16,"Farmville, VA",United States,372116N,0782610W,FVX,Farmville Regional Airport,CIRRUS DESIGN CORP SR22,Non-Fatal,SUBSTANTIAL,Airplane,N788SR,CIRRUS DESIGN CORP,SR22,No,1.0,RECIPROCATING,091,,PERSONAL,Neil O'Donohue,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot did not maintain the proper approach path, which resulted in a runway undershoot.",25-09-2020,1.0,Small,0
20111219X03444,Accident,ERA12LA112,2011-12-16,"Merry Hill, NC",United States,036122N,0764815W,,,PIPER PA-38-112,Non-Fatal,SUBSTANTIAL,Airplane,N9279T,PIPER,PA-38-112,No,1.0,RECIPROCATING,091,,PERSONAL,TAYLOR MICHAEL B,0.0,0.0,1.0,0.0,VMC,NAN,"Operation of the airplane by a non-certificated pilot. Contributing to the accident was the non-certificated pilot�s failure to maintain airspeed while making a forced landing following a total loss of engine power at low altitude, which resulted in an aerodynamic stall. Also contributing was the pilot�s improper fuel management, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,1.0,Small,0
20111217X73006,Accident,WPR12CA069,2011-12-17,"Mesquite, NV",United States,364959N,0114321W,K67L,Mesquite Airport,CESSNA 208,Non-Fatal,SUBSTANTIAL,Airplane,N275PM,CESSNA,208,No,1.0,TURBOPROP,091,,SKYDIVING,Skydive Mesquite,0.0,1.0,0.0,1.0,VMC,NAN,"The pilot's improper preflight planning, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,2.0,Small,0
20111221X54903,Accident,ERA12CA118,2011-12-17,"Montague, MA",United States,423530N,0723123W,0B5,Turners Falls Airport,CESSNA 120,Non-Fatal,SUBSTANTIAL,Airplane,N89809,CESSNA,120,No,1.0,RECIPROCATING,091,,PERSONAL,ROSKE JOHN L,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's delay in performing a rejected takeoff after experiencing an intermittent loss of engine power, which resulted in a runway excursion.",25-09-2020,1.0,Small,0
20111220X02056,Incident,ERA12IA114,2011-12-18,"Clewiston, FL",United States,026361N,0805630W,2IS,Airglades Airport,CESSNA T210L,Non-Fatal,MINOR,Airplane,N717KW,CESSNA,T210L,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's inadequate preflight fuel planning, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,1.0,Small,0
20111221X34021,Accident,ERA12LA117,2011-12-19,"Lawrenceville, GA",United States,335841N,0835744W,LZU,Gwinnett County Airport,PIPER PA-44-180,Non-Fatal,SUBSTANTIAL,Airplane,N790GK,PIPER,PA-44-180,No,2.0,RECIPROCATING,091,,INSTRUCTIONAL,AIRLINE TRANSPORT PROFESSIONALS CORP OF USA,0.0,0.0,0.0,2.0,VMC,NAN,"The mechanic's improper installation and lubrication of the bushing on the right main landing gear truss assembly, which resulted in the landing gear not locking in the down position.",25-09-2020,2.0,Small,0
20111219X15943,Accident,CEN12FA108,2011-12-20,"Bryan, TX",United States,305650N,0096167W,,,PIPER PA-32-260,Fatal,SUBSTANTIAL,Airplane,N3590T,PIPER,PA-32-260,No,1.0,RECIPROCATING,091,,PERSONAL,,5.0,0.0,0.0,0.0,IMC,NAN,"The pilot�s inadvertent encounter with severe weather, which resulted in the airplane�s left wing failing in positive overload. Contributing to the accident was the pilot�s reliance on outdated weather information that he received on his in-cockpit Next-Generation Radar (NEXRAD).",25-09-2020,5.0,Small,0
20111220X03105,Accident,CEN12LA109,2011-12-20,"Denton, TX",United States,331254N,0971213W,DTO,Denton Municipal,CESSNA 172R,Fatal,SUBSTANTIAL,Airplane,N987BT,CESSNA,172R,No,1.0,RECIPROCATING,091,,PERSONAL,US AVIATION GROUP LLC,1.0,0.0,2.0,0.0,IMC,NAN,The pilot's controlled flight into terrain while maneuvering at a low altitude in instrument meteorological conditions. Contributing to the accident was the pilot's decision to perform a circling maneuver in weather below circling minimums instead of flying the missed approach instructions.,25-09-2020,3.0,Small,0
20111222X45448,Accident,DCA12WA022,2011-12-20,"Yogyakarta, Indonesia",Indonesia,,,WIII,Yogyakarta,BOEING 737,Non-Fatal,SUBSTANTIAL,Airplane,PK-CKM,BOEING,737,No,2.0,TURBOFAN,NUSC,SCHD,NAN,,0.0,0.0,0.0,133.0,,NAN,,25-09-2020,133.0,Large,0
20111226X10824,Accident,ERA12CA125,2011-12-26,"Knoxville, TN",United States,355427N,0835510W,NONE,Sanders Field,CESSNA 150H,Non-Fatal,SUBSTANTIAL,Airplane,N22565,CESSNA,150H,No,1.0,RECIPROCATING,091,,PERSONAL,SANDERS JOHN B DBA,0.0,0.0,1.0,0.0,VMC,NAN,"The pilot's inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,1.0,Small,0
20111228X90250,Accident,CEN12LA116,2011-12-28,"Lebanon, OH",United States,392712N,0841429W,I68,Lebanon-Warren County Airport,PIPER PA-28-180,Non-Fatal,SUBSTANTIAL,Airplane,N994NC,PIPER,PA-28-180,No,1.0,RECIPROCATING,091,,PERSONAL,WARREN COUNTY AIRPORT LTD,0.0,3.0,1.0,0.0,VMC,NAN,"The pilot�s inadvertent positioning of the fuel selector valve between the right tank and OFF position, which resulted in fuel starvation and a total loss of engine power. Contributing to the accident was the inadequate inspection of the fuel valve and failure to replace the worn fuel valve's position washer.",25-09-2020,4.0,Small,0
20120103X33203,Accident,ERA12WA133,2011-12-29,"Andres Bello,Tachira, Venezuela",Venezuela,075013N,0072724W,,,PIPER PA28,Fatal,SUBSTANTIAL,Airplane,HK3934,PIPER,PA28,No,1.0,RECIPROCATING,NUSN,,INSTRUCTIONAL,"Centauros LTDA, Escuela de Aviacion",2.0,0.0,0.0,0.0,,NAN,,03-11-2020,2.0,Small,0
20120127X12405,Accident,ERA12CA160,2011-12-30,"Raleigh, NC",United States,035378N,0078411W,5W5,Triple W Airport,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N8330S,PIPER,PA-28-161,No,1.0,RECIPROCATING,091,,PERSONAL,CHAPEL HILL FLYING CLUB INC,0.0,0.0,0.0,1.0,VMC,NAN,The pilot's loss of directional control while landing in gusting wind conditions.,25-09-2020,1.0,Small,0
20111231X23658,Accident,ERA12FA130,2011-12-31,"Jacksonville, FL",United States,301927N,0813119W,CRG,Craig Municipal Airport,PIPER PA-25-235,Fatal,SUBSTANTIAL,Airplane,N7408Z,PIPER,PA-25-235,No,1.0,RECIPROCATING,091,,BANNER TOW,FLYING WEANERS INC,1.0,0.0,0.0,0.0,VMC,NAN,The pilot's in-flight loss of control during climb after a banner pickup. Contributing to the accident was the pilot's impairment due to marijuana.,25-09-2020,1.0,Small,0
20111231X42908,Accident,CEN12LA118,2011-12-31,"Elk Rapids, MI",United States,445432N,0852436W,,,PIPER PA-32-260,Non-Fatal,SUBSTANTIAL,Airplane,N997TB,PIPER,PA-32-260,No,1.0,RECIPROCATING,091,,PERSONAL,"Sam Pfeiffer, Jr.",0.0,1.0,0.0,4.0,VMC,NAN,The loss of engine power due to the failure of the exhaust valve.,25-09-2020,5.0,Small,0
20120103X94513,Accident,ERA12LA132,2012-01-02,"Shelter Island, NY",United States,004140N,0722035W,,Klenawicus Airfield,PIPER PA-34-200T,Non-Fatal,SUBSTANTIAL,Airplane,N8282P,PIPER,PA-34-200T,No,2.0,RECIPROCATING,091,,PERSONAL,NORTHEASTERN AVIATION CORP,0.0,0.0,0.0,1.0,VMC,NAN,"A hard landing, which resulted in a failure of the right main and collapse of the left main landing gear.",25-09-2020,1.0,Small,0
20120104X92439,Accident,CEN12TA122,2012-01-04,"Conroe, TX",United States,301831N,0095270W,,,CESSNA 172P,Non-Fatal,SUBSTANTIAL,Airplane,N54872,CESSNA,172P,No,1.0,RECIPROCATING,PUBU,,PUBLIC AIRCRAFT - FEDERAL,"CIVIL AIR PATROL, INC.",0.0,0.0,0.0,1.0,VMC,NAN,"Failure of the rear crankshaft gear dowel pin due to improper installation, which resulted in a total loss of engine power.",25-09-2020,1.0,Small,0
20120108X24231,Accident,WPR12LA076,2012-01-06,"Phoenix, AZ",United States,334118N,0112457W,DVT,Phoenix Deer Valley,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N4175V,PIPER,PA28,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,TransPac Aviation Academy,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot�s inability to maintain directional control during the landing roll for reasons that could not be determined because impact damage precluded determination of the preaccident functionality of the braking and steering systems.
",25-09-2020,1.0,Small,0
20120108X85358,Accident,ERA12CA140,2012-01-07,"Umatilla, FL",United States,285516N,0081394W,X23,Umatilla Municipal Airport,LUSCOMBE 8A,Non-Fatal,SUBSTANTIAL,Airplane,N77859,LUSCOMBE,8A,No,1.0,RECIPROCATING,091,,PERSONAL,WHEELER JOHN W,0.0,0.0,0.0,1.0,VMC,NAN,"A failure of the left main landing gear due to a preexisting crack and corrosion, which resulted in a loss of directional control during landing.",25-09-2020,1.0,Small,0
20120110X04011,Accident,ERA12WA142,2012-01-07,"Andros Island, Bahamas",Bahamas,242548N,0078120W,,,CIRRUS DESIGN CORP SR22,Non-Fatal,SUBSTANTIAL,Airplane,N723EA,CIRRUS DESIGN CORP,SR22,No,1.0,RECIPROCATING,091,,PERSONAL,M & W AVIATION LLC,0.0,0.0,0.0,2.0,VMC,NAN,,03-11-2020,2.0,Small,0
20120802X23757,Accident,CEN12WA504,2012-01-08,"Moisselles, France",France,,,LFFE,Enghien-Moisselles Airfield,CESSNA 152,Fatal,SUBSTANTIAL,Airplane,F-GLPO,CESSNA,152,No,1.0,NAN,NUSN,,PERSONAL,Aero-Club Les Ailerons d'Enghien-Moisselles,2.0,0.0,0.0,0.0,,NAN,,03-11-2020,2.0,Small,0
20120117X54454,Incident,DCA12WA025,2012-01-09,"Fort Nelson, Canada",Canada,,,,,BOEING 737,Non-Fatal,MINOR,Airplane,C-GDEJ,BOEING,737,No,,NAN,UNK,SCHD,NAN,Enerjet,0.0,0.0,0.0,118.0,,NAN,,25-09-2020,118.0,Large,0
20120111X05220,Accident,ERA12FA143,2012-01-11,"Fitchburg, MA",United States,423343N,0714618W,FIT,Fitchburg Municipal Airport,CESSNA 150G,Non-Fatal,SUBSTANTIAL,Airplane,N4041J,CESSNA,150G,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,TENLE Aviation,0.0,0.0,1.0,1.0,VMC,NAN,A partial loss of engine power due to the formation of carburetor ice and the flight instructor's improper application of carburetor heat.,25-09-2020,2.0,Small,0
20120112X50946,Accident,CEN12LA133,2012-01-12,"Denmark, WI",United States,442022N,0874915W,,,CESSNA 150J,Non-Fatal,SUBSTANTIAL,Airplane,N60676,CESSNA,150J,No,1.0,RECIPROCATING,091,,PERSONAL,GREEN CHARLES S III,0.0,0.0,1.0,0.0,VMC,NAN,The pilot�s loss of control due to his alcohol impairment. Contributing to the accident was the pilot's decision to fly at night with a known interior lighting malfunction.,25-09-2020,1.0,Small,0
20120117X32259,Accident,CEN12LA135,2012-01-13,"El Dorado, KS",United States,037499N,0096512W,,,CESSNA 150M,Non-Fatal,SUBSTANTIAL,Airplane,N714BS,CESSNA,150M,No,1.0,RECIPROCATING,091,,PERSONAL,PRAIRIE AIR SERVICE INC,0.0,0.0,0.0,1.0,VMC,NAN,The loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,25-09-2020,1.0,Small,0
20120127X82635,Accident,ERA12WA159,2012-01-14,"Mato Grosso, Brazil",Brazil,016220S,0573545W,,,BEECH A36,Fatal,DESTROYED,Airplane,PR-RGF,BEECH,A36,No,1.0,NAN,NUSN,,PERSONAL,Antonio Carlos Lopes do Amaral,3.0,0.0,0.0,0.0,,NAN,,03-11-2020,3.0,Small,1
20120123X05459,Accident,WPR12CA079,2012-01-22,"Richland, WA",United States,461812N,0119189W,RLD,Richland Airport,CESSNA 172M,Non-Fatal,SUBSTANTIAL,Airplane,N64270,CESSNA,172M,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,"Kennewick Aircraft Services, Inc.",0.0,0.0,0.0,1.0,VMC,NAN,The student pilot's improper landing flare and inadequate directional control during landing.,25-09-2020,1.0,Small,0
20120123X91729,Accident,ERA12FA151,2012-01-23,"Quincy, FL",United States,303614N,0843249W,2J9,Quincy,CESSNA 150G,Fatal,SUBSTANTIAL,Airplane,N73JK,CESSNA,150G,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,IMC,NAN,"The non-instrument-rated pilot�s spatial disorientation in night instrument meteorological conditions, which resulted in his inability to maintain controlled flight. Contributing to the accident was the pilot�s improper decision to take off in deteriorating meteorological conditions.",25-09-2020,1.0,Small,0
20120125X52113,Accident,ERA12CA156,2012-01-24,"Walterboro, SC",United States,323932N,0802533W,NONE,Private Airstrip,BEECH 58,Non-Fatal,SUBSTANTIAL,Airplane,N358CC,BEECH,58,No,2.0,RECIPROCATING,091,,EXECUTIVE/CORPORATE,MORGAN CORP,0.0,0.0,0.0,3.0,VMC,NAN,"The pilot�s loss of directional control during the landing roll, which resulted in a runway excursion. Contributing to the accident was the sunglare.",25-09-2020,3.0,Small,0
20120123X05407,Accident,WPR12CA082,2012-01-26,"Honolulu, HI",United States,021197N,1575520W,PHNL,Honolulu International Airport,CESSNA 172P,Non-Fatal,SUBSTANTIAL,Airplane,N66540,CESSNA,172P,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Moore Air Incorporated,0.0,0.0,0.0,1.0,VMC,NAN,The student pilot�s improper landing flare and inadequate directional control while performing an aborted landing.,25-09-2020,1.0,Small,0
20120127X53748,Accident,WPR12CA083,2012-01-26,"Santa Barbara, CA",United States,342534N,1195029W,SBA,Santa Barbara Municipal,PIPER PA-28-181,Non-Fatal,SUBSTANTIAL,Airplane,N4297S,PIPER,PA-28-181,No,1.0,RECIPROCATING,091,,PERSONAL,Marco A. Perez,0.0,0.0,0.0,2.0,VMC,NAN,The pilot did not maintain directional control during takeoff.,25-09-2020,2.0,Small,0
20120201X13617,Accident,WPR12LA087,2012-01-27,"Chehalis, WA",United States,464037N,1225858W,KCLS,Chehalis Airport,PIPER PA-28-140,Non-Fatal,SUBSTANTIAL,Airplane,N15791,PIPER,PA-28-140,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Gary Habersetzer,0.0,0.0,0.0,2.0,VMC,NAN,"The pilot did not correctly manage his glide profile during a simulated engine-out forced landing. Contributing to the accident was the pilot's decision not to add additional engine power, which resulted in a runway undershoot.",25-09-2020,2.0,Small,0
20120128X41941,Accident,ERA12CA162,2012-01-28,"Grand Isle, VT",United States,444516N,0731626W,,Middle Hero,CESSNA 172L,Non-Fatal,SUBSTANTIAL,Airplane,N811P,CESSNA,172L,No,1.0,RECIPROCATING,091,,PERSONAL,CHAMPLAIN ISLAND HOPPERS INC,0.0,0.0,0.0,2.0,VMC,NAN,The pilot's inability to stop the airplane on a grass runway with undetected ice.,25-09-2020,2.0,Small,0
20120129X84717,Accident,ERA12LA164,2012-01-28,"Clearwater, FL",United States,275431N,0824310W,PIE,St. Petersburg-Clearwater Intl,CESSNA T210M,Non-Fatal,SUBSTANTIAL,Airplane,N761HW,CESSNA,T210M,No,1.0,RECIPROCATING,091,,PERSONAL,PINNACLE SALES LLC,0.0,1.0,0.0,0.0,VMC,NAN,The total loss of engine power due to fuel starvation for reasons that could not be determined because postaccident testing of the engine did not reveal any malfunctions or failures that would preclude normal operation. Contributing to the accident was the pilot�s improper in-flight fuel management following the loss of engine power.,25-09-2020,1.0,Small,0
20120129X34027,Accident,ERA12FA163,2012-01-29,"Thomasville, PA",United States,395531N,0765235W,THV,York,PIPER PA-28-180,Fatal,SUBSTANTIAL,Airplane,N1352T,PIPER,PA-28-180,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,"The pilot's failure to maintain airspeed during an approach in gusty crosswind conditions, which resulted in an inadvertent aerodynamic stall.",25-09-2020,1.0,Small,0
20120130X41812,Accident,WPR12CA086,2012-01-30,"Cascade, ID",United States,442932N,0116053W,U70,Cascade,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N3242D,CESSNA,180,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's inadequate compensation for a wind gust during landing, which resulted in a runway excursion. Contributing to the accident was a windsock partially sheltered by trees that provided inaccurate wind information.",25-09-2020,1.0,Small,0
20120202X30140,Accident,WPR12CA088,2012-02-02,"Mokuleia, HI",United States,213428N,1581130W,PHDH,Dillingham Airfield,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N5026C,CESSNA,172S,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,NOAH FLYING INC,0.0,0.0,0.0,3.0,VMC,NAN,The pilot's improper landing flare and inadequate recovery from a bounced landing.,25-09-2020,3.0,Small,0
20120204X03117,Accident,WPR12FA091,2012-02-04,"Show Low, AZ",United States,341610N,0011011W,SOW,Show Low,CESSNA T206H,Fatal,SUBSTANTIAL,Airplane,N445GH,CESSNA,T206H,No,1.0,RECIPROCATING,091,,PERSONAL,,2.0,0.0,2.0,0.0,IMC,NAN,"The pilot�s encounter with low clouds/low visibility conditions during the initial climb, which resulted in spatial disorientation and loss of airplane control.",25-09-2020,4.0,Small,0
20120215X03549,Accident,CEN12CA157,2012-02-04,"Colorado Springs, CO",United States,384812N,0104421W,COS,City of Colorado Springs Muni,CESSNA R182,Non-Fatal,SUBSTANTIAL,Airplane,N2696C,CESSNA,R182,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,0.0,0.0,VMC,NAN,The pilot did not extend the landing gear before landing.,25-09-2020,1.0,Small,0
20120206X10841,Accident,CEN12CA148,2012-02-05,"Thedford, NE",United States,415727N,0100348W,TIF,Thomas County Airport,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N3671Z,PIPER,PA-18,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot did not maintain directional control during landing, which resulted in a runway excursion.",25-09-2020,1.0,Small,0
